bri,hue,sat,watt
129,49159,161,2.82
129,51890,161,3.13
129,54621,161,3.39
129,57352,161,3.13
129,60083,161,2.79
129,62814,161,2.5
129,65535,161,2.43
129,1,193,2.16
129,2732,193,2.36
129,5463,193,2.46
129,8194,193,2.87
129,10925,193,3.2
129,13656,193,2.86
129,16387,193,2.6
129,19118,193,2.26
129,21849,193,1.86
129,24580,193,2.13
129,27311,193,2.23
129,30042,193,2.5
129,32773,193,2.89
129,35504,193,2.58
129,38235,193,2.36
129,40966,193,2.2
129,43697,193,2.01
129,46428,193,2.28
129,49159,193,2.63
129,51890,193,3.0
129,54621,193,3.3
129,57352,193,2.98
129,60083,193,2.6
129,62814,193,2.38
129,65535,193,2.28
129,1,225,2.04
129,2732,225,2.16
129,5463,225,2.48
129,8194,225,2.72
129,10925,225,3.15
129,13656,225,2.75
129,16387,225,2.34
129,19118,225,2.04
129,21849,225,1.64
129,24580,225,1.87
129,27311,225,2.02
129,30042,225,2.33
129,32773,225,2.63
129,35504,225,2.35
129,38235,225,2.18
129,40966,225,1.94
129,43697,225,1.77
129,46428,225,2.07
129,49159,225,2.44
129,51890,225,2.8
129,54621,225,3.26
129,57352,225,2.8
129,60083,225,2.44
129,62814,225,2.25
129,65535,225,2.12
129,1,255,2.01
129,2732,255,2.15
129,5463,255,2.38
129,8194,255,2.7
129,10925,255,3.07
129,13656,255,2.49
129,16387,255,2.16
129,19118,255,1.87
129,21849,255,1.54
129,24580,255,1.71
129,27311,255,2.01
129,30042,255,2.29
129,32773,255,2.77
129,35504,255,2.31
129,38235,255,2.0
129,40966,255,1.72
129,43697,255,1.52
129,46428,255,1.91
129,49159,255,2.34
129,51890,255,2.78
129,54621,255,3.22
129,57352,255,2.79
129,60083,255,2.43
129,62814,255,2.13
129,65535,255,2.06
161,1,1,5.23
161,2732,1,5.2
161,5463,1,5.26
161,8194,1,5.31
161,10925,1,5.34
161,13656,1,5.24
161,16387,1,5.34
161,19118,1,5.33
161,21849,1,5.26
161,24580,1,5.3
161,27311,1,5.25
161,30042,1,5.37
161,32773,1,5.35
161,35504,1,5.31
161,38235,1,5.28
161,40966,1,5.29
161,43697,1,5.29
161,46428,1,5.34
161,49159,1,5.27
161,51890,1,5.28
161,54621,1,5.23
161,57352,1,5.33
161,60083,1,5.25
161,62814,1,5.3
161,65535,1,5.32
161,1,33,4.65
161,2732,33,4.74
161,5463,33,4.78
161,8194,33,4.94
161,10925,33,4.95
161,13656,33,4.84
161,16387,33,4.87
161,19118,33,4.82
161,21849,33,4.68
161,24580,33,4.79
161,27311,33,4.92
161,30042,33,4.92
161,32773,33,5.05
161,35504,33,5.02
161,38235,33,4.98
161,40966,33,4.87
161,43697,33,4.83
161,46428,33,4.85
161,49159,33,4.9
161,51890,33,5.01
161,54621,33,5.16
161,57352,33,5.05
161,60083,33,4.87
161,62814,33,4.8
161,65535,33,4.72
161,1,65,4.1
161,2732,65,4.21
161,5463,65,4.34
161,8194,65,4.5
161,10925,65,4.64
161,13656,65,4.6
161,16387,65,4.41
161,19118,65,4.38
161,21849,65,4.22
161,24580,65,4.34
161,27311,65,4.5
161,30042,65,4.7
161,32773,65,4.83
161,35504,65,4.74
161,38235,65,4.58
161,40966,65,4.5
161,43697,65,4.29
161,46428,65,4.44
161,49159,65,4.56
161,51890,65,4.7
161,54621,65,4.8
161,57352,65,4.64
161,60083,65,4.45
161,62814,65,4.31
161,65535,65,4.11
161,1,97,3.62
161,2732,97,3.72
161,5463,97,3.99
161,8194,97,4.18
161,10925,97,4.49
161,13656,97,4.32
161,16387,97,4.19
161,19118,97,3.97
161,21849,97,3.76
161,24580,97,3.88
161,27311,97,4.08
161,30042,97,4.36
161,32773,97,4.55
161,35504,97,4.39
161,38235,97,4.21
161,40966,97,4.04
161,43697,97,3.87
161,46428,97,4.02
161,49159,97,4.2
161,51890,97,4.4
161,54621,97,4.61
161,57352,97,4.39
161,60083,97,4.04
161,62814,97,3.86
161,65535,97,3.59
161,1,129,3.25
161,2732,129,3.39
161,5463,129,3.59
161,8194,129,3.94
161,10925,129,4.33
161,13656,129,4.04
161,16387,129,3.89
161,19118,129,3.59
161,21849,129,3.31
161,24580,129,3.56
161,27311,129,3.7
161,30042,129,4.0
161,32773,129,4.3
161,35504,129,4.05
161,38235,129,3.81
161,40966,129,3.66
161,43697,129,3.46
161,46428,129,3.64
161,49159,129,3.95
161,51890,129,4.19
161,54621,129,4.44
161,57352,129,4.05
161,60083,129,3.8
161,62814,129,3.54
161,65535,129,3.24
161,1,161,2.95
161,2732,161,3.16
161,5463,161,3.36
161,8194,161,3.76
161,10925,161,4.16
161,13656,161,3.92
161,16387,161,3.59
161,19118,161,3.19
161,21849,161,2.91
161,24580,161,3.06
161,27311,161,3.31
161,30042,161,3.68
161,32773,161,4.05
161,35504,161,3.71
161,38235,161,3.42
161,40966,161,3.18
161,43697,161,2.98
161,46428,161,3.32
161,49159,161,3.68
161,51890,161,4.06
161,54621,161,4.3
161,57352,161,3.91
161,60083,161,3.45
161,62814,161,3.11
161,65535,161,2.92
161,1,193,2.72
161,2732,193,2.97
161,5463,193,3.18
161,8194,193,3.55
161,10925,193,4.07
161,13656,193,3.72
161,16387,193,3.27
161,19118,193,2.81
161,21849,193,2.5
161,24580,193,2.68
161,27311,193,3.01
161,30042,193,3.31
161,32773,193,3.81
161,35504,193,3.38
161,38235,193,3.09
161,40966,193,2.83
161,43697,193,2.61
161,46428,193,2.98
161,49159,193,3.38
161,51890,193,3.75
161,54621,193,4.15
161,57352,193,3.72
161,60083,193,3.27
161,62814,193,2.99
161,65535,193,2.69
161,1,225,2.52
161,2732,225,2.69
161,5463,225,2.97
161,8194,225,3.4
161,10925,225,3.98
161,13656,225,3.54
161,16387,225,3.06
161,19118,225,2.59
161,21849,225,2.17
161,24580,225,2.41
161,27311,225,2.6
161,30042,225,2.91
161,32773,225,3.57
161,35504,225,3.17
161,38235,225,2.83
161,40966,225,2.42
161,43697,225,2.21
161,46428,225,2.69
161,49159,225,3.13
161,51890,225,3.6
161,54621,225,4.12
161,57352,225,3.47
161,60083,225,3.02
161,62814,225,2.72
161,65535,225,2.5
161,1,255,2.51
161,2732,255,2.63
161,5463,255,2.95
161,8194,255,3.44
161,10925,255,4.07
161,13656,255,3.41
161,16387,255,2.87
161,19118,255,2.35
161,21849,255,1.98
161,24580,255,2.27
161,27311,255,2.49
161,30042,255,3.05
161,32773,255,3.67
161,35504,255,2.95
161,38235,255,2.54
161,40966,255,2.17
161,43697,255,2.1
161,46428,255,2.44
161,49159,255,2.94
161,51890,255,3.49
161,54621,255,4.2
161,57352,255,3.54
161,60083,255,2.95
161,62814,255,2.69
161,65535,255,2.4
193,1,1,6.47
193,2732,1,6.48
193,5463,1,6.34
193,8194,1,6.37
193,10925,1,6.44
193,13656,1,6.45
193,16387,1,6.37
193,19118,1,6.43
193,21849,1,6.41
193,24580,1,6.42
193,27311,1,6.42
193,30042,1,6.46
193,32773,1,6.46
193,35504,1,6.39
193,38235,1,6.47
193,40966,1,6.41
193,43697,1,6.41
193,46428,1,6.39
193,49159,1,6.46
193,51890,1,6.45
193,54621,1,6.37
193,57352,1,6.42
193,60083,1,6.4
193,62814,1,6.48
193,65535,1,6.32
193,1,33,5.73
193,2732,33,5.81
193,5463,33,5.79
193,8194,33,6.02
193,10925,33,6.06
193,13656,33,5.95
193,16387,33,5.84
193,19118,33,5.68
193,21849,33,5.49
193,24580,33,5.7
193,27311,33,5.86
193,30042,33,5.94
193,32773,33,6.07
193,35504,33,5.93
193,38235,33,5.78
193,40966,33,5.75
193,43697,33,5.77
193,46428,33,5.79
193,49159,33,5.9
193,51890,33,6.0
193,54621,33,6.16
193,57352,33,6.05
193,60083,33,5.94
193,62814,33,5.81
193,65535,33,5.71
193,1,65,4.98
193,2732,65,5.24
193,5463,65,5.42
193,8194,65,5.51
193,10925,65,5.76
193,13656,65,5.58
193,16387,65,5.3
193,19118,65,5.09
193,21849,65,4.89
193,24580,65,5.08
193,27311,65,5.27
193,30042,65,5.46
193,32773,65,5.68
193,35504,65,5.55
193,38235,65,5.43
193,40966,65,5.18
193,43697,65,5.04
193,46428,65,5.24
193,49159,65,5.51
193,51890,65,5.59
193,54621,65,5.76
193,57352,65,5.62
193,60083,65,5.46
193,62814,65,5.29
193,65535,65,5.1
193,1,97,4.49
193,2732,97,4.68
193,5463,97,4.89
193,8194,97,5.15
193,10925,97,5.5
193,13656,97,5.19
193,16387,97,4.82
193,19118,97,4.62
193,21849,97,4.32
193,24580,97,4.56
193,27311,97,4.77
193,30042,97,5.08
193,32773,97,5.43
193,35504,97,5.14
193,38235,97,4.9
193,40966,97,4.68
193,43697,97,4.49
193,46428,97,4.76
193,49159,97,4.94
193,51890,97,5.28
193,54621,97,5.6
193,57352,97,5.28
193,60083,97,4.94
193,62814,97,4.7
193,65535,97,4.43
193,1,129,4.02
193,2732,129,4.22
193,5463,129,4.52
193,8194,129,4.86
193,10925,129,5.25
193,13656,129,4.87
193,16387,129,4.44
193,19118,129,4.16
193,21849,129,3.86
193,24580,129,4.16
193,27311,129,4.33
193,30042,129,4.77
193,32773,129,5.19
193,35504,129,4.79
193,38235,129,4.48
193,40966,129,4.23
193,43697,129,4.06
193,46428,129,4.35
193,49159,129,4.65
193,51890,129,4.89
193,54621,129,5.36
193,57352,129,4.92
193,60083,129,4.61
193,62814,129,4.25
193,65535,129,4.04
193,1,161,3.62
193,2732,161,3.86
193,5463,161,4.19
193,8194,161,4.53
193,10925,161,5.1
193,13656,161,4.53
193,16387,161,4.12
193,19118,161,3.79
193,21849,161,3.37
193,24580,161,3.7
193,27311,161,3.97
193,30042,161,4.37
193,32773,161,4.87
193,35504,161,4.53
193,38235,161,4.16
193,40966,161,3.78
193,43697,161,3.68
193,46428,161,3.85
193,49159,161,4.33
193,51890,161,4.61
193,54621,161,5.2
193,57352,161,4.7
193,60083,161,4.22
193,62814,161,3.86
193,65535,161,3.62
193,1,193,3.29
193,2732,193,3.53
193,5463,193,3.91
193,8194,193,4.4
193,10925,193,4.9
193,13656,193,4.26
193,16387,193,3.81
193,19118,193,3.43
193,21849,193,2.97
193,24580,193,3.36
193,27311,193,3.64
193,30042,193,4.1
193,32773,193,4.76
193,35504,193,4.22
193,38235,193,3.73
193,40966,193,3.44
193,43697,193,3.19
193,46428,193,3.53
193,49159,193,4.03
193,51890,193,4.43
193,54621,193,5.09
193,57352,193,4.43
193,60083,193,3.94
193,62814,193,3.58
193,65535,193,3.28
193,1,225,3.03
193,2732,225,3.26
193,5463,225,3.63
193,8194,225,4.17
193,10925,225,4.81
193,13656,225,4.08
193,16387,225,3.51
193,19118,225,3.11
193,21849,225,2.68
193,24580,225,2.89
193,27311,225,3.38
193,30042,225,3.77
193,32773,225,4.55
193,35504,225,3.98
193,38235,225,3.42
193,40966,225,3.11
193,43697,225,2.84
193,46428,225,3.22
193,49159,225,3.71
193,51890,225,4.19
193,54621,225,4.87
193,57352,225,4.24
193,60083,225,3.65
193,62814,225,3.3
193,65535,225,3.08
193,1,255,2.88
193,2732,255,3.06
193,5463,255,3.6
193,8194,255,4.17
193,10925,255,4.92
193,13656,255,4.13
193,16387,255,3.41
193,19118,255,2.91
193,21849,255,2.48
193,24580,255,2.63
193,27311,255,3.15
193,30042,255,3.76
193,32773,255,4.7
193,35504,255,3.99
193,38235,255,3.34
193,40966,255,2.78
193,43697,255,2.64
193,46428,255,3.04
193,49159,255,3.68
193,51890,255,4.31
193,54621,255,4.96
193,57352,255,4.12
193,60083,255,3.51
193,62814,255,3.04
193,65535,255,2.9
225,1,1,8.04
225,2732,1,8.03
225,5463,1,7.95
225,8194,1,7.9
225,10925,1,7.87
225,13656,1,7.98
225,16387,1,7.95
225,19118,1,7.91
225,21849,1,7.87
225,24580,1,7.99
225,27311,1,7.87
225,30042,1,8.06
225,32773,1,7.94
225,35504,1,7.96
225,38235,1,7.9
225,40966,1,7.99
225,43697,1,8.02
225,46428,1,7.96
225,49159,1,7.98
225,51890,1,7.98
225,54621,1,8.03
225,57352,1,8.0
225,60083,1,7.97
225,62814,1,8.03
225,65535,1,8.01
225,1,33,7.02
225,2732,33,7.14
225,5463,33,7.29
225,8194,33,7.41
225,10925,33,7.51
225,13656,33,7.42
225,16387,33,7.26
225,19118,33,7.2
225,21849,33,7.0
225,24580,33,7.2
225,27311,33,7.3
225,30042,33,7.5
225,32773,33,7.61
225,35504,33,7.47
225,38235,33,7.42
225,40966,33,7.27
225,43697,33,7.18
225,46428,33,7.29
225,49159,33,7.43
225,51890,33,7.55
225,54621,33,7.57
225,57352,33,7.42
225,60083,33,7.3
225,62814,33,7.2
225,65535,33,7.03
225,1,65,6.24
225,2732,65,6.44
225,5463,65,6.6
225,8194,65,6.85
225,10925,65,7.1
225,13656,65,6.92
225,16387,65,6.71
225,19118,65,6.44
225,21849,65,6.31
225,24580,65,6.42
225,27311,65,6.61
225,30042,65,6.84
225,32773,65,7.1
225,35504,65,6.95
225,38235,65,6.77
225,40966,65,6.49
225,43697,65,6.33
225,46428,65,6.61
225,49159,65,6.8
225,51890,65,7.03
225,54621,65,7.25
225,57352,65,6.99
225,60083,65,6.72
225,62814,65,6.44
225,65535,65,6.21
225,1,97,5.45
225,2732,97,5.7
225,5463,97,6.07
225,8194,97,6.4
225,10925,97,6.8
225,13656,97,6.53
225,16387,97,6.21
225,19118,97,5.85
225,21849,97,5.48
225,24580,97,5.69
225,27311,97,6.04
225,30042,97,6.31
225,32773,97,6.73
225,35504,97,6.36
225,38235,97,6.1
225,40966,97,5.74
225,43697,97,5.54
225,46428,97,5.89
225,49159,97,6.21
225,51890,97,6.59
225,54621,97,6.89
225,57352,97,6.49
225,60083,97,6.16
225,62814,97,5.8
225,65535,97,5.53
225,1,129,4.83
225,2732,129,5.19
225,5463,129,5.61
225,8194,129,6.05
225,10925,129,6.5
225,13656,129,6.1
225,16387,129,5.62
225,19118,129,5.19
225,21849,129,4.83
225,24580,129,4.97
225,27311,129,5.35
225,30042,129,5.74
225,32773,129,6.3
225,35504,129,5.91
225,38235,129,5.59
225,40966,129,5.23
225,43697,129,4.98
225,46428,129,5.31
225,49159,129,5.67
225,51890,129,6.21
225,54621,129,6.56
225,57352,129,6.08
225,60083,129,5.58
225,62814,129,5.28
225,65535,129,4.96
225,1,161,4.27
225,2732,161,4.69
225,5463,161,5.15
225,8194,161,5.62
225,10925,161,6.26
225,13656,161,5.77
225,16387,161,5.15
225,19118,161,4.58
225,21849,161,4.22
225,24580,161,4.61
225,27311,161,4.9
225,30042,161,5.3
225,32773,161,6.07
225,35504,161,5.51
225,38235,161,5.08
225,40966,161,4.79
225,43697,161,4.38
225,46428,161,4.75
225,49159,161,5.26
225,51890,161,5.85
225,54621,161,6.35
225,57352,161,5.68
225,60083,161,5.22
225,62814,161,4.72
225,65535,161,4.35
225,1,193,3.87
225,2732,193,4.19
225,5463,193,4.73
225,8194,193,5.31
225,10925,193,6.03
225,13656,193,5.46
225,16387,193,4.74
225,19118,193,4.13
225,21849,193,3.77
225,24580,193,4.09
225,27311,193,4.5
225,30042,193,4.96
225,32773,193,5.84
225,35504,193,5.13
225,38235,193,4.6
225,40966,193,4.19
225,43697,193,3.91
225,46428,193,4.31
225,49159,193,4.81
225,51890,193,5.57
225,54621,193,6.12
225,57352,193,5.39
225,60083,193,4.72
225,62814,193,4.29
225,65535,193,3.86
225,1,225,3.54
225,2732,225,3.85
225,5463,225,4.35
225,8194,225,5.12
225,10925,225,5.87
225,13656,225,5.18
225,16387,225,4.38
225,19118,225,3.82
225,21849,225,3.3
225,24580,225,3.69
225,27311,225,4.04
225,30042,225,4.67
225,32773,225,5.57
225,35504,225,4.79
225,38235,225,4.21
225,40966,225,3.81
225,43697,225,3.45
225,46428,225,3.86
225,49159,225,4.46
225,51890,225,5.21
225,54621,225,6.02
225,57352,225,5.14
225,60083,225,4.41
225,62814,225,3.91
225,65535,225,3.55
225,1,255,3.44
225,2732,255,3.6
225,5463,255,4.17
225,8194,255,4.9
225,10925,255,5.88
225,13656,255,5.09
225,16387,255,4.26
225,19118,255,3.55
225,21849,255,3.12
225,24580,255,3.44
225,27311,255,3.94
225,30042,255,4.88
225,32773,255,5.77
225,35504,255,4.52
225,38235,255,3.95
225,40966,255,3.4
225,43697,255,3.22
225,46428,255,3.79
225,49159,255,4.44
225,51890,255,5.12
225,54621,255,5.81
225,57352,255,4.8
225,60083,255,4.17
225,62814,255,3.63
225,65535,255,3.33
255,1,1,9.24
255,2732,1,9.3
255,5463,1,9.22
255,8194,1,9.27
255,10925,1,9.36
255,13656,1,9.34
255,16387,1,9.3
255,19118,1,9.37
255,21849,1,9.28
255,24580,1,9.3
255,27311,1,9.32
255,30042,1,9.31
255,32773,1,9.37
255,35504,1,9.36
255,38235,1,9.32
255,40966,1,9.34
255,43697,1,9.27
255,46428,1,9.36
255,49159,1,9.28
255,51890,1,9.32
255,54621,1,9.39
255,57352,1,9.29
255,60083,1,9.35
255,62814,1,9.37
255,65535,1,9.31
255,1,33,8.29
255,2732,33,8.33
255,5463,33,8.49
255,8194,33,8.61
255,10925,33,8.74
255,13656,33,8.7
255,16387,33,8.56
255,19118,33,8.48
255,21849,33,8.32
255,24580,33,8.47
255,27311,33,8.65
255,30042,33,8.82
255,32773,33,9.0
255,35504,33,8.76
255,38235,33,8.73
255,40966,33,8.52
255,43697,33,8.49
255,46428,33,8.54
255,49159,33,8.67
255,51890,33,8.68
255,54621,33,8.83
255,57352,33,8.63
255,60083,33,8.47
255,62814,33,8.36
255,65535,33,8.22
255,1,65,7.12
255,2732,65,7.31
255,5463,65,7.62
255,8194,65,7.9
255,10925,65,8.32
255,13656,65,8.07
255,16387,65,7.9
255,19118,65,7.66
255,21849,65,7.49
255,24580,65,7.72
255,27311,65,7.95
255,30042,65,8.14
255,32773,65,8.67
255,35504,65,8.27
255,38235,65,8.12
255,40966,65,7.78
255,43697,65,7.59
255,46428,65,7.82
255,49159,65,7.98
255,51890,65,8.17
255,54621,65,8.38
255,57352,65,8.0
255,60083,65,7.81
255,62814,65,7.4
255,65535,65,7.11
255,1,97,6.33
255,2732,97,6.55
255,5463,97,6.93
255,8194,97,7.38
255,10925,97,7.89
255,13656,97,7.61
255,16387,97,7.33
255,19118,97,6.98
255,21849,97,6.56
255,24580,97,6.9
255,27311,97,7.24
255,30042,97,7.63
255,32773,97,8.09
255,35504,97,7.64
255,38235,97,7.35
255,40966,97,6.97
255,43697,97,6.7
255,46428,97,7.1
255,49159,97,7.36
255,51890,97,7.68
255,54621,97,8.06
255,57352,97,7.49
255,60083,97,7.06
255,62814,97,6.62
255,65535,97,6.29
255,1,129,5.51
255,2732,129,5.78
255,5463,129,6.36
255,8194,129,6.9
255,10925,129,7.52
255,13656,129,7.08
255,16387,129,6.68
255,19118,129,6.3
255,21849,129,5.76
255,24580,129,6.12
255,27311,129,6.54
255,30042,129,7.0
255,32773,129,7.69
255,35504,129,7.11
255,38235,129,6.73
255,40966,129,6.3
255,43697,129,5.94
255,46428,129,6.38
255,49159,129,6.79
255,51890,129,7.11
255,54621,129,7.63
255,57352,129,6.99
255,60083,129,6.52
255,62814,129,5.9
255,65535,129,5.59
255,1,161,4.94
255,2732,161,5.24
255,5463,161,5.86
255,8194,161,6.48
255,10925,161,7.23
255,13656,161,6.78
255,16387,161,6.2
255,19118,161,5.57
255,21849,161,5.08
255,24580,161,5.43
255,27311,161,5.9
255,30042,161,6.47
255,32773,161,7.32
255,35504,161,6.57
255,38235,161,6.1
255,40966,161,5.67
255,43697,161,5.25
255,46428,161,5.69
255,49159,161,6.32
255,51890,161,6.74
255,54621,161,7.42
255,57352,161,6.63
255,60083,161,5.97
255,62814,161,5.29
255,65535,161,4.89
255,1,193,4.33
255,2732,193,4.85
255,5463,193,5.33
255,8194,193,6.15
255,10925,193,7.07
255,13656,193,6.4
255,16387,193,5.7
255,19118,193,5.01
255,21849,193,4.44
255,24580,193,4.88
255,27311,193,5.45
255,30042,193,6.02
255,32773,193,6.95
255,35504,193,6.25
255,38235,193,5.54
255,40966,193,5.03
255,43697,193,4.63
255,46428,193,5.17
255,49159,193,5.8
255,51890,193,6.48
255,54621,193,7.16
255,57352,193,6.21
255,60083,193,5.4
255,62814,193,4.84
255,65535,193,4.43
255,1,225,4.0
255,2732,225,4.46
255,5463,225,5.01
255,8194,225,5.85
255,10925,225,6.74
255,13656,225,6.09
255,16387,225,5.22
255,19118,225,4.56
255,21849,225,4.02
255,24580,225,4.31
255,27311,225,4.9
255,30042,225,5.64
255,32773,225,6.81
255,35504,225,5.89
255,38235,225,5.07
255,40966,225,4.54
255,43697,225,4.18
255,46428,225,4.65
255,49159,225,5.29
255,51890,225,6.22
255,54621,225,6.93
255,57352,225,5.96
255,60083,225,4.99
255,62814,225,4.43
255,65535,225,4.01
255,1,255,3.91
255,2732,255,4.13
255,5463,255,4.8
255,8194,255,5.56
255,10925,255,6.77
255,13656,255,5.89
255,16387,255,5.07
255,19118,255,4.38
255,21849,255,3.74
255,24580,255,4.02
255,27311,255,4.85
255,30042,255,5.69
255,32773,255,6.83
255,35504,255,5.49
255,38235,255,4.72
255,40966,255,4.14
255,43697,255,3.89
255,46428,255,4.37
255,49159,255,5.12
255,51890,255,6.04
255,54621,255,6.9
255,57352,255,5.75
255,60083,255,4.79
255,62814,255,4.23
255,65535,255,3.94
